"ModelID","CCLEName","TissueOrigin","DepmapModelType","OncotreeLineage","OncotreePrimaryDisease","OncotreeSubtype","OncotreeCode","PrimaryOrMetastasis","Age","AgeCategory","Sex","PatientRace"
"ACH-001559","MERO82_PLEURA",NA,"PLEMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO","Primary",NA,"Unknown","Unknown",""
"ACH-001560","MERO83_PLEURA",NA,"PLBMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Biphasic Type","PLBMESO","Primary",NA,"Unknown","Male",""
"ACH-001561","MERO84_PLEURA",NA,"PLBMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Biphasic Type","PLBMESO","Primary",NA,"Unknown","Male",""
"ACH-001562","MERO95_PLEURA",NA,"PLEMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO","Primary",NA,"Unknown","Male",""
"ACH-001563","MM127_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",NA,"Unknown","Male",""
"ACH-001566","MM370_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",NA,"Unknown","Male",""
"ACH-001567","MM383_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",NA,"Unknown","Male",""
"ACH-001568","MM386_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",NA,"Unknown","Male",""
"ACH-001569","MM415_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",NA,"Unknown","Male",""
"ACH-001570","MM426_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",NA,"Unknown","Male",""
"ACH-001571","MO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"HCL","Lymphoid","Mature B-Cell Neoplasms","Hairy Cell Leukemia","HCL","Primary",33,"Adult","Male",""
"ACH-001573","MOLM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"CMLBCRABL1","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1","Metastatic",41,"Adult","Male",""
"ACH-001574","MOLM14_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","Primary",20,"Adult","Male",""
"ACH-001577","MUTZ8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","Primary",63,"Adult","Female",""
"ACH-001578","NCCIT_TESTIS",NA,"EMBCA","Testis","Non-Seminomatous Germ Cell Tumor","Embryonal Carcinoma","EMBCA","Primary",24,"Adult","Male",""
"ACH-001591","NCIH1417_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Primary",61,"Adult","Female",""
"ACH-001598","NCIH295R_AUTONOMIC_GANGLIA",NA,"ACC","Adrenal Gland","Adrenocortical Carcinoma","Adrenocortical Carcinoma","ACC","Primary",48,"Adult","Female",""
"ACH-001599","NCIH64_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",48,"Adult","Female",""
"ACH-001603","NH12_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Primary",1,"Pediatric","Male",""
"ACH-001605","NO10_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",62,"Adult","Male",""
"ACH-001606","NO11_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",64,"Adult","Female",""
"ACH-001607","NOZ_LIVER",NA,"GBAD","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","GBAD","Metastatic",48,"Adult","Female",""
"ACH-001608","NP2_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",63,"Adult","Male",""
"ACH-001609","NP3_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",64,"Adult","Male",""
"ACH-001610","NP5_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",27,"Adult","Male",""
"ACH-001611","NP8_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",38,"Adult","Female",""
"ACH-001613","OCIAML4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","Primary",35,"Adult","Female",""
"ACH-001616","OCILY18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"DLBCLNOS","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS","Primary",56,"Adult","Male",""
"ACH-001617","OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"DLBCLNOS","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS","Primary",48,"Adult","Male",""
"ACH-001618","OCIM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","Primary",56,"Adult","Unknown",""
"ACH-001619","OCUG1_BILIARY_TRACT",NA,"GBAD","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","GBAD","Metastatic",43,"Adult","Male",""
"ACH-001622","ONDA7_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",51,"Adult","Male",""
"ACH-001623","ONDA8_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",31,"Adult","Female",""
"ACH-001624","ONDA9_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",58,"Adult","Male",""
"ACH-001625","OSC19_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Metastatic",61,"Adult","Male",""
"ACH-001626","OSC20_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Metastatic",59,"Adult","Female",""
"ACH-001627","P4E6_PROSTATE",NA,"ZIMMEPCP","Prostate","Non-Cancerous","Immortalized Epithelial Cells, Prostate","","Primary",NA,"Unknown","Male",""
"ACH-001628","PEA1_OVARY",NA,"HGSOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC","Metastatic",NA,"Unknown","Female",""
"ACH-001630","PEO1_OVARY",NA,"SOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC","Metastatic",NA,"Unknown","Female",""
"ACH-001632","PEO4_OVARY",NA,"SOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC","Metastatic",NA,"Unknown","Female",""
"ACH-001634","PGA1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"CLLSLL","Lymphoid","Mature B-Cell Neoplasms","Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma","CLLSLL","Primary",NA,"Unknown","Male",""
"ACH-001636","RAMOS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","Primary",3,"Pediatric","Male",""
"ACH-001638","RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"GCB","Lymphoid","Mature B-Cell Neoplasms","Germinal Center B-Cell Type","GCB","Primary",55,"Adult","Male",""
"ACH-001639","ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"DLBCLNOS","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS","Primary",69,"Adult","Male",""
"ACH-001641","SAT_UPPER_AERODIGESTIVE_TRACT",NA,"HNSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","HNSC","Primary",NA,"Unknown","Unknown",""
"ACH-001642","SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"MBN","Lymphoid","Non-Hodgkin Lymphoma","Mature B-Cell Neoplasms","MBN","Primary",20,"Adult","Female",""
"ACH-001643","SCCH196_SOFT_TISSUE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",16,"Pediatric","Female",""
"ACH-001645","SEKI_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",28,"Adult","Female",""
"ACH-001647","SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AMOL","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL","Metastatic",37,"Adult","Male",""
"ACH-001648","SHMAC4_PROSTATE",NA,"ZIMMEPCP","Prostate","Non-Cancerous","Immortalized Epithelial Cells, Prostate","","Primary",NA,"Unknown","Male",""
"ACH-001649","SHMAC5_PROSTATE",NA,"ZIMMEPCP","Prostate","Non-Cancerous","Immortalized Epithelial Cells, Prostate","","Primary",NA,"Unknown","Male",""
"ACH-001650","SISO_CERVIX",NA,"CEAD","Cervix","Cervical Adenocarcinoma","Cervical Adenocarcinoma","CEAD","Primary",67,"Adult","Female",""
"ACH-001651","SKGI_ENDOMETRIUM",NA,"CESC","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","CESC","Primary",40,"Adult","Female",""
"ACH-001652","SKGII_ENDOMETRIUM",NA,"CESC","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","CESC","Primary",50,"Adult","Female",""
"ACH-001653","SKGT2_STOMACH",NA,"STAD","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD","Primary",72,"Adult","Male",""
"ACH-001654","SKGT4_OESOPHAGUS",NA,"ESCA","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ESCA","Primary",89,"Adult","Male",""
"ACH-001655","SKN_ENDOMETRIUM",NA,"ULMS","Uterus","Uterine Sarcoma/Mesenchymal","Uterine Leiomyosarcoma","ULMS","Primary",52,"Adult","Female",""
"ACH-001656","SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AM","Myeloid","Acute Myeloid Leukemia","AML with Maturation","AM","Metastatic",22,"Adult","Male",""
"ACH-001662","SNU2372_BREAST",NA,"BRCANOS","Breast","Invasive Breast Carcinoma","Breast Invasive Cancer, NOS","BRCANOS","Primary",55,"Adult","Female",""
"ACH-001664","SNU638_STOMACH",NA,"STAD","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD","Metastatic",48,"Adult","Male",""
"ACH-001667","SUCCS1_SOFT_TISSUE",NA,"CCS","Soft Tissue","Clear Cell Sarcoma","Clear Cell Sarcoma","CCS","Primary",16,"Pediatric","Female",""
"ACH-001668","SUSA_TESTIS",NA,"TT","Testis","Non-Seminomatous Germ Cell Tumor","Teratoma","TT","Primary",30,"Adult","Male",""
"ACH-001669","TANOUE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BLL","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL","Primary",11,"Pediatric","Male",""
"ACH-001670","TASK1_CENTRAL_NERVOUS_SYSTEM",NA,"PNET","CNS/Brain","Embryonal Tumor","Primitive Neuroectodermal Tumor","PNET","Primary",21,"Adult","Female",""
"ACH-001671","TERA1_TESTIS",NA,"EMBCA","Testis","Non-Seminomatous Germ Cell Tumor","Embryonal Carcinoma","EMBCA","Metastatic",47,"Adult","Male",""
"ACH-001672","TERA2_TESTIS",NA,"EMBCA","Testis","Non-Seminomatous Germ Cell Tumor","Embryonal Carcinoma","EMBCA","Metastatic",22,"Adult","Male",""
"ACH-001673","TFK1_BILIARY_TRACT",NA,"EHCH","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Extrahepatic Cholangiocarcinoma","EHCH","Primary",63,"Adult","Male",""
"ACH-001674","TGW_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Primary",1,"Pediatric","Male",""
"ACH-001675","TR146_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",67,"Adult","Female",""
"ACH-001676","TY82_UPPER_AERODIGESTIVE_TRACT",NA,"NMCHN","Head and Neck","Head and Neck Carcinoma, Other","NUT Midline Carcinoma of the Head and Neck","NMCHN","Primary",22,"Adult","Female",""
"ACH-001677","U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"DLBCLNOS","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS","Primary",59,"Adult","Male",""
"ACH-001678","U2940_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"DLBCLNOS","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS","Primary",18,"Adult","Female",""
"ACH-001679","U2973_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"HGBCLMYCBCL2","Lymphoid","Mature B-Cell Neoplasms","High-Grade B-Cell Lymphoma, with MYC and BCL2 and/or BCL6 Rearrangements","HGBCLMYCBCL2","Primary",42,"Adult","Male",""
"ACH-001680","U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BLL","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL","Metastatic",7,"Pediatric","Male",""
"ACH-001683","UACC3133_BREAST",NA,"ILC","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ILC","Primary",52,"Adult","Female",""
"ACH-001684","UCSDAML1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","Metastatic",73,"Adult","Female",""
"ACH-001685","UHO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"HL","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","HL","Primary",23,"Adult","Male",""
"ACH-001686","ULA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"DLBCLNOS","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS","Primary",57,"Adult","Male",""
"ACH-001687","UMRC3_KIDNEY",NA,"CCRCC","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC","Primary",NA,"Unknown","Unknown",""
"ACH-001688","UMRC7_KIDNEY",NA,"RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC","Primary",NA,"Unknown","Male",""
"ACH-001690","UPCISCC026_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",82,"Adult","Female",""
"ACH-001691","UPCISCC029A_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",84,"Adult","Male",""
"ACH-001692","UPCISCC040_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",50,"Adult","Male",""
"ACH-001693","UPCISCC072_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",61,"Adult","Female",""
"ACH-001694","UPCISCC074_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",51,"Adult","Female",""
"ACH-001695","UPCISCC099_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",52,"Adult","Male",""
"ACH-001696","UPCISCC111_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",69,"Adult","Female",""
"ACH-001697","UPCISCC114_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",71,"Adult","Male",""
"ACH-001698","UPCISCC116_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",57,"Adult","Male",""
"ACH-001699","UPCISCC131_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",73,"Adult","Male",""
"ACH-001700","UPCISCC172_UPPER_AERODIGESTIVE_TRACT",NA,"OPHSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oropharynx Squamous Cell Carcinoma","OPHSC","Primary",68,"Adult","Male",""
"ACH-001701","UPCISCC200_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",74,"Adult","Male",""
"ACH-001702","VAESBJ_SOFT_TISSUE",NA,"EPIS","Soft Tissue","Epithelioid Sarcoma","Epithelioid Sarcoma","EPIS","Metastatic",41,"Adult","Male",""
"ACH-001703","VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"DLBCLNOS","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS","Metastatic",50,"Adult","Female",""
"ACH-001704","VMRCMELG_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",NA,"Unknown","Male",""
"ACH-001705","VP267_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Primary",48,"Adult","Female",""
"ACH-001707","WAOSEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"CLLSLL","Lymphoid","Mature B-Cell Neoplasms","Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma","CLLSLL","Primary",NA,"Unknown","Male",""
"ACH-001708","WSUFSCCL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"FL","Lymphoid","Mature B-Cell Neoplasms","Follicular Lymphoma","FL","Primary",37,"Adult","Male",""
"ACH-001709","WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"DLBCLNOS","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS","Primary",48,"Adult","Female",""
"ACH-001711","PFSK1_CENTRAL_NERVOUS_SYSTEM",NA,"PNET","CNS/Brain","Embryonal Tumor","Primitive Neuroectodermal Tumor","PNET","Primary",1,"Pediatric","Male",""
"ACH-001712","HS860T_BONE",NA,"OS","Bone","Osteosarcoma","Osteosarcoma","OS","Primary",22,"Adult","Male",""
"ACH-001715","CAL72_BONE",NA,"OS","Bone","Osteosarcoma","Osteosarcoma","OS","Primary",10,"Pediatric","Male",""
"ACH-001716","GOTO_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Primary",1,"Pediatric","Male","unknown"
"ACH-001719","OCIC4P_OVARY",NA,"CCOV","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","CCOV","Primary",NA,"Unknown","Female",""
"ACH-001735","SEMK2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BLLKMT2A","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged","BLLKMT2A","Primary",5,"Pediatric","Female",""
"ACH-001736","HB1119_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BLLETV6RUNX1","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1","BLLETV6RUNX1","Primary",NA,"Pediatric","Unknown",""
"ACH-001737","CTV1DM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ATLL","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ATLL","Primary",NA,"Pediatric","Male",""
"ACH-001738","CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"TLL","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","TLL","Primary",3,"Pediatric","Female",""
"ACH-001740","RH28_SOFT_TISSUE",NA,"ARMS","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ARMS","Metastatic",17,"Pediatric","Male",""
"ACH-001743","RC2_SOFT_TISSUE",NA,"ARMS","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ARMS","Metastatic",3,"Pediatric","Male",""
"ACH-001745","RHJT_SOFT_TISSUE",NA,"ARMS","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ARMS","",NA,"Pediatric","Male",""
"ACH-001750","TTC442_SOFT_TISSUE",NA,"ERMS","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ERMS","",10,"Pediatric","Male",""
"ACH-001751","RH36_SOFT_TISSUE",NA,"ERMS","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ERMS","",15,"Pediatric","Male",""
"ACH-001765","RH4_SOFT_TISSUE",NA,"ARMS","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ARMS","Metastatic",7,"Pediatric","Female",""
"ACH-001767","CCLFPEDS0018T_SOFT_TISSUE",NA,"ZFIBSOF","Fibroblast","Non-Cancerous","Fibroblast, Soft Tissue","","",NA,"Pediatric","Male",""
"ACH-001786","SNU1544_LARGE_INTESTINE",NA,"COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","Primary",38,"Adult","Female",""
"ACH-001791","LPS6_SOFT_TISSUE",NA,"LIPO","Soft Tissue","Liposarcoma","Liposarcoma","LIPO","",NA,"Unknown","Unknown",""
"ACH-001793","LPS27_SOFT_TISSUE",NA,"LIPO","Soft Tissue","Liposarcoma","Liposarcoma","LIPO","",NA,"Unknown","Unknown",""
"ACH-001794","93T449_SOFT_TISSUE",NA,"WDLS","Soft Tissue","Liposarcoma","Well-Differentiated Liposarcoma","WDLS","Primary",68,"Adult","Female","caucasian"
"ACH-001795","94T778_SOFT_TISSUE",NA,"WDLS","Soft Tissue","Liposarcoma","Well-Differentiated Liposarcoma","WDLS","",69,"Adult","Female",""
"ACH-001796","95T1000_SOFT_TISSUE",NA,"WDLS","Soft Tissue","Liposarcoma","Well-Differentiated Liposarcoma","WDLS","",48,"Adult","Male",""
"ACH-001799","LPS141_SOFT_TISSUE",NA,"DDLS","Soft Tissue","Liposarcoma","Dedifferentiated Liposarcoma","DDLS","",NA,"Unknown","Male",""
"ACH-001802","LPS853_SOFT_TISSUE",NA,"DDLS","Soft Tissue","Liposarcoma","Dedifferentiated Liposarcoma","DDLS","",NA,"Unknown","Unknown",""
"ACH-001804","LPS510_SOFT_TISSUE",NA,"DDLS","Soft Tissue","Liposarcoma","Dedifferentiated Liposarcoma","DDLS","",NA,"Unknown","Unknown",""
"ACH-001807","LPS067_SOFT_TISSUE",NA,"DDLS","Soft Tissue","Liposarcoma","Dedifferentiated Liposarcoma","DDLS","Primary",NA,"Unknown","Male",""
"ACH-001813","C242_BONE",NA,"OS","Bone","Osteosarcoma","Osteosarcoma","OS","Primary",NA,"Unknown","Unknown",""
"ACH-001814","OS252_BONE",NA,"OS","Bone","Osteosarcoma","Osteosarcoma","OS","Primary",NA,"Pediatric","Male",""
"ACH-001817","C393_BONE",NA,"OS","Bone","Osteosarcoma","Osteosarcoma","OS","Metastatic",NA,"Unknown","Unknown",""
"ACH-001818","C396_BONE",NA,"OS","Bone","Osteosarcoma","Osteosarcoma","OS","Metastatic",NA,"Unknown","Male",""
"ACH-001819","MFM223_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Metastatic",NA,"Adult","Female",""
"ACH-001820","COLO824_BREAST",NA,"BNNOS","Breast","Breast Neoplasm, NOS","Breast Neoplasm, NOS","BNNOS","Metastatic",52,"Adult","Female",""
"ACH-001825","SW527_LARGE_INTESTINE",NA,"COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","Metastatic",51,"Adult","Male",""
"ACH-001828","HCC1739BL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","Primary",51,"Adult","Female",""
"ACH-001834","ICC10_BILIARY_TRACT",NA,"IHCH","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","IHCH","Primary",NA,"Unknown","Unknown",""
"ACH-001835","ICC106_BILIARY_TRACT",NA,"IHCH","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","IHCH","Primary",NA,"Unknown","Unknown",""
"ACH-001836","ICC108_BILIARY_TRACT",NA,"IHCH","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","IHCH","Primary",NA,"Unknown","Unknown",""
"ACH-001838","ICC12_BILIARY_TRACT",NA,"IHCH","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","IHCH","Primary",NA,"Unknown","Unknown",""
"ACH-001839","ICC137_BILIARY_TRACT",NA,"IHCH","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","IHCH","Primary",NA,"Unknown","Unknown",""
"ACH-001841","ICC15_BILIARY_TRACT",NA,"IHCH","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","IHCH","Primary",NA,"Unknown","Male",""
